orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score
0.0,83100,1170,801,86820,18,25729,-62,65732,1170,801,69104,18,21323,-36,64986,0,0,67768,18,24764,-47,50867,0,801,57762,18,20281,-36,53483,0,0,53797,18,23565,-36,43007,0,0,46341,18,22885,-35
0.0,6954,6387,6411,10258,796,5727,-2,6246,7465,6411,5405,538,5727,-2,5639,4314,6411,5297,796,6133,-1,4931,4314,6411,1863,538,6133,-1,2476,5434,3374,3739,503,4751,5,3224,3361,4225,1592,318,6717,3
1.0,0,37374,36939,1129,181,20516,24,0,42928,40826,1968,181,21545,24,0,41083,32678,1968,181,20187,23,0,39271,33538,0,190,20187,23,0,31916,28108,0,190,18574,22,0,31916,30663,0,190,18574,23
1.0,0,32230,31407,1716,266,7119,14,0,33269,34764,1716,266,7786,17,0,27209,27642,1716,266,7786,17,0,27209,28684,699,268,7786,17,0,26768,22882,699,275,7786,18,0,25492,24982,699,277,7786,18
0.0,67312,0,1925,55671,100,17876,-44,51906,0,1925,39061,100,12311,-40,53441,0,1925,48828,290,17002,-44,41796,0,1925,32218,290,12523,-40,43290,0,1925,39014,290,15700,-40,33832,0,1925,36303,290,13970,-40
0.0,30764,0,0,27139,10,12251,-32,24954,0,0,18721,10,11300,-31,26582,0,0,23617,10,10517,-32,20716,0,0,15765,10,7959,-31,21836,0,0,19281,13,10523,-29,17055,0,0,10842,13,7959,-31
0.0,27881,976,1890,25674,440,12411,-27,20966,976,1890,21324,468,11995,-27,18225,976,1890,18420,446,12974,-27,14457,976,800,17580,448,12347,-21,13508,0,1890,15811,475,11931,-27,11180,976,0,15306,448,11379,-21
1.0,2946,26900,20792,962,65,3271,14,2946,22907,21989,0,65,3271,15,1838,22091,18034,0,65,3271,15,1838,21032,19173,0,73,2670,15,1838,20402,15850,0,73,1856,15,1838,20402,16839,0,73,1856,15
0.0,15760,3557,4238,18310,55,5781,-26,10528,3557,4238,14866,55,4741,-23,10662,3557,4238,12738,114,6383,-23,6150,2731,4238,9294,114,6173,-21,6959,2731,4238,9294,132,6173,-21,4425,2731,4238,8633,204,6914,-24
1.0,0,8303,9353,708,167,4033,11,0,8303,10412,708,167,3302,11,0,7668,8900,708,242,3675,11,0,7668,9817,708,242,3675,11,0,4851,8758,708,242,4745,10,0,5489,9673,708,253,4745,11
1.0,2735,6473,5340,4460,36,9346,7,1769,6473,5340,2505,36,7575,11,1769,2886,4423,3031,45,7575,11,1769,2886,4423,2011,45,7835,11,966,4044,2969,1793,86,10238,5,0,4044,2969,829,86,8467,9
1.0,2952,8754,12070,3080,19,6804,14,2952,9400,15044,3080,19,7489,14,2952,8105,11554,3080,19,6072,14,2062,8943,14516,3080,19,6798,14,2062,6480,11059,3080,19,5872,14,2062,5479,13035,3080,21,4543,14
1.0,0,25051,32607,0,259,7409,13,0,25051,34873,0,268,7409,18,0,21323,28447,771,304,7112,14,0,22285,30451,771,304,8693,14,0,19199,24719,771,322,7816,4,0,17033,26807,771,376,8693,3
0.0,6742,7074,2606,5436,152,6127,0,4986,8877,2606,4446,153,6127,0,4986,5628,2606,4446,153,6127,-8,3733,5628,2606,4446,165,5868,-8,4724,5473,1590,4446,165,5834,-8,3780,5628,1590,4446,183,5881,-2
2.0,7415,9004,6616,8476,251,2338,0,4926,10085,7844,4876,251,2338,0,4926,6207,4857,5811,251,2338,-6,3992,6207,4857,3889,252,3723,-6,2819,6207,1038,3925,256,2338,-7,3971,3265,5512,2474,261,4547,-13
0.0,1704,1605,3630,1155,62,5047,-14,1704,1605,3630,0,62,6076,-6,779,1605,2455,0,62,5047,-7,1704,635,3090,0,62,5047,0,1704,0,3090,0,97,5047,0,1704,0,3090,0,204,5047,0
0.0,41345,0,0,42547,9,16380,-37,28401,0,0,32001,9,15236,-36,30449,0,0,29787,17,14786,-37,21143,0,0,22842,9,13469,-37,23099,0,0,25672,9,14813,-38,15693,0,0,20312,9,14813,-37
0.0,4923,3678,6427,2888,447,6611,9,3939,4655,8158,2888,447,6611,10,3939,3659,7124,2888,447,6611,15,3939,3659,8303,2888,552,6611,15,3939,3659,6192,1914,451,7365,8,3939,3659,7371,1914,556,7365,8
0.0,45715,0,0,40327,39,13011,-40,35864,0,0,34803,39,11531,-40,36916,0,0,35640,40,12943,-40,29355,0,0,30589,40,12943,-35,30273,0,0,30589,40,12943,-42,24185,0,0,27060,42,10341,-48
0.0,5183,5860,7804,3694,300,3746,4,3066,6552,9072,2653,307,3746,7,3066,4727,6872,2653,402,3746,6,3066,4727,6861,1008,402,3746,7,855,2587,6977,1638,309,4472,7,855,4680,8090,1638,311,4913,8
1.0,1089,17902,17416,592,469,3124,2,1089,17902,19538,592,495,3124,5,1089,15837,15360,592,495,4054,4,1089,17145,16827,592,595,4054,4,2051,12753,13374,592,595,4619,1,2051,12753,14480,592,716,4619,1
1.0,0,6046,9298,0,550,4881,18,0,6046,10198,0,550,4881,18,0,5223,8742,0,550,4881,17,0,5223,9010,0,641,5318,24,0,4459,7762,0,650,5318,24,0,4459,8662,0,650,5318,24
1.0,2400,5336,11876,1657,139,8404,-1,2400,5336,12853,1657,142,8404,4,2400,6340,8752,712,163,9695,-2,2400,6340,9729,712,166,9695,3,2400,6340,8447,712,163,9695,-5,2400,6340,9424,712,166,9695,0
0.0,11834,5603,3603,16837,516,8420,-4,7083,5603,3603,12819,631,6602,-4,5402,3624,2764,11416,525,6639,-11,4863,5204,4525,10152,525,7460,-4,5311,4563,1728,7960,640,6602,-11,4953,3951,3581,2400,642,8315,-11
0.0,3179,0,1777,6674,91,7780,-20,1259,0,1777,4461,91,7199,-14,2151,0,1777,4461,91,9742,-16,892,0,1777,5423,95,8304,-16,892,0,1777,5423,108,8304,-17,681,0,1777,6112,108,5761,-19
1.0,1650,19506,26717,2040,238,6070,5,1650,19506,27779,885,244,6070,5,1650,16040,20302,0,33,6070,5,756,16804,21291,0,33,6193,5,756,10860,17667,0,33,6193,5,756,10860,18588,0,33,6193,5
1.0,0,61479,49058,783,18,25239,24,0,65814,54711,783,18,26082,29,0,56672,45844,783,18,23693,28,0,58750,50261,0,18,23693,28,0,51064,43113,0,18,18539,28,0,52006,46555,0,18,18539,28
0.0,19862,649,885,25198,355,10933,-24,15981,1295,885,20001,367,9962,-24,15515,649,885,18876,355,10072,-29,11460,646,885,15841,367,9527,-27,12356,1295,885,15088,367,9638,-29,9702,2297,885,12895,367,9638,-29
0.0,3094,6526,11343,2071,120,7372,-5,3094,7488,12332,998,143,8953,-5,3906,7488,10291,998,221,8953,-5,3294,7488,10291,0,411,10192,-5,3294,6361,8977,0,411,9372,-5,1334,5553,9093,0,355,10113,-34
1.0,5251,26783,25190,743,217,11180,16,5251,28467,29105,743,217,12179,16,5251,27372,23956,743,217,12993,4,4164,25013,26380,743,217,12873,4,4164,18569,22177,743,217,14119,4,4164,20311,23401,743,217,14119,4
1.0,0,56313,40353,0,6,24209,39,0,59369,45641,0,6,25363,39,0,47114,36973,0,6,21107,39,0,50368,40822,0,12,21381,35,0,45460,34511,0,12,22061,35,0,47938,37373,0,12,19476,35
0.0,22597,2184,2525,23784,25,5420,-14,17259,3196,2525,17767,25,5995,-8,17263,2184,2525,16058,51,7002,-10,11731,3196,2525,12374,51,7577,-4,10662,1364,2525,11753,120,5420,-14,9232,3196,2525,8506,68,7577,-3
2.0,10774,13407,9675,10414,350,2391,7,4292,14947,11809,6371,198,2391,7,4292,14947,9590,6371,198,2391,0,4292,15099,9709,3628,198,1776,1,4292,14243,7490,2864,198,2333,1,2194,14210,10509,3628,198,1776,-5
1.0,839,6241,9149,0,0,10048,-3,839,6241,10176,0,89,10048,-3,839,5319,8082,0,89,9322,-4,839,5319,9095,0,94,9040,-3,839,4821,7103,0,134,10116,0,839,4821,8116,0,139,9834,1
0.0,60187,0,951,60205,192,12375,-38,46695,0,951,44951,192,9041,-25,48419,0,951,44951,192,9041,-26,37976,944,951,38762,192,10861,-25,39695,944,951,38762,192,11622,-25,28965,944,1813,29714,198,8170,-23
1.0,1401,28386,24842,4700,356,6292,14,1401,28386,24656,2001,373,6292,18,1401,23026,19465,2001,373,5485,14,2210,19615,20202,902,381,6292,19,2210,17106,17447,2001,373,5485,14,1594,16133,17475,902,360,5485,15
1.0,0,8766,7670,1683,55,7044,1,0,9686,10577,1683,55,7683,1,0,7796,5752,0,55,7044,4,0,6571,8657,0,55,7683,4,0,5601,5780,0,55,7683,4,0,5601,6886,0,57,7683,4
1.0,4580,2315,5207,861,216,5499,4,2656,2961,6375,861,283,6149,5,2656,2961,4998,861,283,6149,4,1791,3773,6110,861,284,6747,4,1791,4583,6110,861,284,6747,1,1791,4583,7042,861,351,6747,2
0.0,16350,3226,2560,14987,59,9149,-25,11784,3226,2560,14133,59,9149,-25,13345,3226,2560,11404,92,9149,-26,7885,2470,2560,9684,102,8390,-26,9138,2470,2560,9684,102,8390,-26,6863,3361,2560,7977,112,8390,-26
0.0,18294,1460,2712,9107,293,8840,-25,14202,1460,2712,6196,293,8840,-25,15049,1460,2712,6196,293,8699,-25,11092,1460,2712,3724,293,7801,-25,11092,1460,2712,3724,293,8632,-25,7065,673,2712,3724,300,8773,-25
1.0,0,24077,24916,0,32,13586,29,0,24077,27608,0,32,13586,29,0,18708,21592,0,32,13586,22,0,18708,23323,0,32,12854,22,0,16055,17876,0,42,12854,21,0,17788,19426,0,42,12749,21
1.0,6097,2360,6857,1290,58,9049,-6,4863,3198,8036,1290,58,9617,-5,5719,3198,6089,1290,58,10234,13,5719,3198,6945,1290,80,10753,14,4467,1149,4463,537,80,7968,-1,4467,1987,5642,537,80,9665,18
0.0,6328,5916,6033,7130,189,8525,7,5015,4908,6033,2769,189,7545,4,5015,3048,4719,2769,189,8929,-5,5015,3048,5589,1728,189,8929,-4,5924,3985,4233,1728,191,7698,-5,5032,3125,6386,1728,219,7461,-5
1.0,6659,12318,11252,5531,359,2992,-1,6659,12318,13381,4922,342,4021,-1,5710,11322,9486,4922,342,3095,-2,5800,9942,10703,4318,354,4667,-5,5710,7851,7117,3195,349,3095,-3,5800,9062,10113,4318,413,4667,-6
1.0,1285,35313,34044,873,15,18432,25,1285,37920,38797,0,15,19101,26,1285,32394,31642,0,15,18375,25,0,39628,35400,0,15,18587,20,0,32495,29148,0,39,15919,19,0,34102,32606,0,15,18575,20
1.0,5366,18512,20514,5059,0,5050,-1,3294,20716,21626,2964,125,5050,2,4592,18228,16957,2964,125,4461,2,3485,15128,18780,2964,125,5512,13,4114,12207,15572,2964,125,6317,5,4104,7339,17128,2964,125,4981,5
0.0,51012,0,781,54262,167,16808,-36,38375,0,781,40495,176,15676,-20,40273,0,781,40900,176,15676,-23,29275,0,781,32698,176,14384,-20,28307,0,781,33975,167,13739,-22,21659,0,781,25071,176,12607,-21
0.0,31583,657,1712,24203,46,11949,-32,21239,657,2644,18560,46,11949,-26,21910,657,1731,19723,46,9999,-32,14598,657,3490,15988,46,9999,-26,15417,657,2663,16833,46,9999,-26,10953,657,2663,12158,105,9205,-23
0.0,39771,1041,1005,46351,12,16559,-34,27348,1041,1005,34202,12,15805,-21,28866,1041,1005,37817,12,14659,-29,17431,1041,1005,26231,12,14315,-17,17431,0,0,26231,12,14315,-19,11342,0,0,21655,12,15732,-15
0.0,3536,2011,0,7844,266,6327,-14,2482,2011,0,7844,358,6327,-14,2482,1138,0,7844,373,6327,-17,2482,2011,0,6013,358,6204,-14,2482,1138,0,6013,278,6204,-17,2482,1138,0,4570,266,6843,-5
1.0,6011,3971,5920,7069,92,8632,-18,4020,3971,7571,4264,92,9256,-17,4020,3971,5394,4264,379,8694,-17,3058,3236,6334,2403,92,7740,-5,3058,3236,5200,2403,92,7724,-6,3058,3236,6132,1621,92,7724,-6
0.0,34655,3745,885,35464,293,15729,-23,25111,3745,885,24991,293,12948,-23,24718,2785,2539,24279,354,14865,-23,20167,5513,885,18494,315,12873,-23,20167,4472,885,18494,421,12873,-23,14596,4472,1676,17145,421,12979,-19
0.0,7409,1512,4254,5886,255,12338,-6,5578,1512,4254,4347,275,12338,-6,6544,1512,3330,5022,255,10896,-7,4362,1512,5283,4347,275,11071,-10,4201,647,4359,4405,272,10111,-10,2862,647,5283,2616,347,11071,-9
1.0,1494,44451,34290,0,92,18651,34,1494,47891,37477,0,92,18651,34,1494,42065,30562,0,92,16663,21,0,43958,33660,0,92,18309,21,1494,35580,28462,0,113,16402,21,0,36279,31560,0,113,18048,21
0.0,32764,2880,1636,33592,73,7816,-18,23348,3809,1636,25306,139,5933,-18,24655,2880,1636,24564,102,6688,-15,17158,2642,1636,18123,139,3968,-15,19186,2768,1636,19349,168,4805,-15,12240,672,1636,15154,157,3643,-14
1.0,4146,12473,11717,1070,12,5532,7,3056,12473,12914,1070,46,5532,8,2888,11435,10349,1070,43,5643,7,1798,11435,11546,1070,77,5643,8,1798,10451,9432,1070,122,4905,8,3298,9364,13463,2095,20,4390,7
0.0,13059,3779,4352,6443,236,6943,-10,9390,4996,4352,5172,25,5903,-10,7956,3466,3302,2429,266,7941,-10,5235,3466,3302,2429,55,6901,-10,5386,2400,2101,1787,54,8487,-11,3577,2603,2182,1787,55,7447,-10
1.0,0,38343,37599,0,352,14390,25,0,38343,39441,0,491,13713,25,0,27366,31355,0,491,11649,25,0,28878,32587,0,491,11066,25,0,24417,26741,0,491,11066,25,0,24417,27880,0,491,11066,25
1.0,5284,12683,8797,4388,420,3343,-4,5284,12683,9697,3390,429,2389,-1,5284,12683,6652,2470,430,2389,-1,4138,12683,7909,2470,430,2389,-1,5284,11496,5686,2470,931,3182,4,5284,9697,7545,2599,927,5153,7
1.0,756,33482,29229,1506,6,11214,30,756,34467,32230,581,6,11992,33,1774,31347,25010,581,6,9426,22,1774,33169,27600,581,6,10271,22,950,21396,21816,581,6,8282,21,1774,27485,24430,581,6,8851,21
1.0,4210,7068,10508,3021,138,3056,-12,4210,7068,10508,1904,138,2430,-12,5459,4926,8083,1904,138,2430,-12,4264,4926,8083,913,138,2430,-12,4264,4926,6741,913,138,3159,-13,5459,6007,7695,913,158,3159,-10
0.0,22125,1362,2875,18579,66,14865,-18,16107,1362,3737,15489,66,16492,-11,13759,1362,2875,15804,66,12919,-29,11740,2425,1873,13537,69,12919,-17,11266,646,2875,15300,94,11154,-30,9635,1709,1873,11330,97,12239,-22
1.0,1001,42707,47814,0,185,12586,16,1001,43390,49657,0,185,13626,16,1001,37843,39838,797,185,10499,16,1001,36888,41618,0,185,11506,19,1001,21021,34489,0,291,13184,12,1001,28979,36841,0,265,10611,19
1.0,3298,3365,5975,0,40,5205,-3,3298,3365,7431,0,56,5205,-3,3298,3365,6415,864,56,4311,-3,2136,3365,7517,864,76,4311,-3,4651,3365,6214,864,60,4311,-3,2136,3365,7938,864,76,4311,-1
1.0,0,57865,51346,0,13,18348,28,0,57906,56020,0,13,19978,28,0,51164,45125,0,42,16136,28,0,52302,47207,0,48,16981,34,892,44199,39410,0,48,15012,33,892,44199,41463,0,48,15815,33
2.0,9601,0,3924,5288,455,5198,-15,8075,0,3924,4480,458,5939,-15,5128,0,3924,2899,459,3986,-15,3607,0,3924,2185,294,3986,-18,3607,0,3924,2185,294,4514,-22,2924,0,3924,2185,341,4514,-25
1.0,0,981,5299,793,117,7622,-4,0,981,6301,793,117,7622,-3,0,981,4970,793,117,6946,-3,0,981,5946,793,117,6946,-2,702,981,5946,793,117,6946,11,702,981,6878,793,142,7470,11
1.0,984,36053,39646,0,222,10912,29,0,36053,42103,0,222,11659,29,984,27587,34466,0,236,10199,29,0,30135,37217,0,257,11463,26,0,25837,30923,0,257,10176,26,0,23693,32795,0,238,10946,25
1.0,1126,36909,38326,2156,35,17376,38,1126,37796,43401,2156,35,19129,38,1126,33559,35977,2156,40,19129,35,1126,35424,39412,964,40,21027,35,1126,32135,32614,964,40,19810,34,1126,30753,35625,964,40,18531,38
0.0,40327,0,885,65354,46,14135,-40,30869,0,885,54571,46,11261,-36,32661,0,885,52998,46,12214,-40,23735,0,885,43562,46,10632,-36,25525,0,885,43008,55,11305,-36,19009,0,885,41620,46,8785,-40
1.0,0,12096,5987,2164,6,7293,-17,0,12096,6705,1231,6,7293,-16,0,11968,4775,1231,6,7293,-17,0,8711,5371,488,6,7293,-17,0,6808,3598,488,6,6486,-17,0,6808,4704,488,6,7050,-11
1.0,2654,21723,29703,965,81,10931,7,2654,25390,32759,965,81,10931,8,2654,18350,23483,965,81,10931,7,2654,25333,25600,0,81,9483,8,1758,21556,19836,0,98,8710,4,1758,22470,21055,0,98,8710,5
1.0,1793,12823,6353,987,960,5117,9,874,15252,7093,0,773,5913,10,874,12671,5974,0,773,6639,13,874,12671,7264,0,774,6825,13,874,12671,6225,0,774,6825,13,874,12671,7194,0,774,6825,16
1.0,2345,24434,17179,705,7,14523,21,2345,26670,21929,0,7,13964,21,2345,20689,16268,0,7,9830,21,1252,26848,18503,0,7,14097,9,1252,20867,14502,0,7,10103,9,1252,21520,16112,0,7,9830,21
0.0,11731,0,2821,17624,100,2566,-31,8134,0,1666,15717,100,3154,-19,9189,0,1666,16246,100,3154,-19,6408,810,1666,11538,109,3183,-23,7463,810,1666,12067,136,3183,-23,6000,1607,1666,8386,145,3183,-22
0.0,50148,0,3438,57145,112,15219,-40,39026,0,3438,44538,112,15703,-35,41906,0,3438,46573,112,15493,-35,32438,0,3438,34355,112,15493,-34,35112,0,1027,39987,112,14618,-31,24989,0,1027,31753,112,13621,-25
2.0,10197,10177,15268,8625,305,2999,6,10197,10969,15268,4991,305,2999,7,10197,8337,10118,4991,305,2562,7,8000,8337,10995,3503,305,3363,7,7254,8337,9966,3503,305,3363,1,6198,8337,9966,1691,309,3363,2
1.0,2591,10574,15509,856,0,5442,-1,2591,10574,15509,0,0,4919,-1,2591,8492,13022,0,0,4269,-1,2591,8492,13854,0,0,6006,2,2591,8492,11075,0,0,5791,2,2591,8492,11075,0,27,5628,-3
1.0,0,30808,34091,0,26,15324,29,0,33044,37595,0,26,15324,29,0,24168,29833,0,26,15324,29,0,31202,32211,0,53,14541,29,0,27402,26664,0,43,14655,26,0,28838,28728,0,53,12762,23
0.0,41910,992,0,44454,19,13509,-29,31280,992,0,31575,19,11198,-25,32687,992,0,32664,24,11925,-26,24800,992,0,26072,24,12648,-19,26053,992,0,26072,30,12648,-19,18873,992,0,20830,55,10839,-19
0.0,11026,4041,7208,12624,98,10456,-10,6717,4041,7208,7712,98,7887,-10,8191,5045,8266,11551,98,11733,-10,7032,5045,9129,6639,98,9956,-10,2992,1762,6242,6717,98,10390,-12,6133,3041,9129,4199,98,9956,-10
0.0,68542,2174,949,73127,0,20624,-60,52704,2174,949,57656,0,17088,-42,54882,980,949,59230,0,17051,-43,42126,980,949,47768,0,13515,-42,45482,980,0,48736,0,13421,-43,35248,980,949,36830,0,15248,-44
0.0,4414,0,1675,10308,194,11555,-24,2540,0,1675,8728,243,12130,-24,2704,0,1675,9196,194,10770,-24,1297,0,1675,7616,243,11345,-24,2404,0,1675,7616,243,12081,-24,1297,0,1675,7616,243,12081,-13
1.0,0,27417,32992,0,82,15647,17,0,27497,35727,0,82,18215,17,0,26651,26667,0,82,13117,14,0,25619,28154,0,84,13409,18,679,20767,22461,0,88,13413,15,0,18011,23932,0,84,14221,18
0.0,7576,6138,5294,17192,462,2730,-6,5717,8697,4173,14618,462,1832,-5,5671,5866,6551,14467,285,3197,-7,2943,5866,7856,10185,319,3734,-7,6011,8297,4360,13857,267,936,-5,2943,4674,5465,4336,306,3491,-5
0.0,17680,3463,2833,15115,125,7991,-25,13747,3463,2833,12312,125,7729,-21,12881,1179,2833,11269,125,8653,-26,9620,1253,2833,9428,125,7729,-22,9395,0,2833,8932,131,7991,-27,6376,0,2833,7102,131,7729,-23
1.0,861,40791,48814,0,108,22438,32,861,42538,51045,0,112,24945,32,861,30137,42700,0,112,18956,23,861,30137,44677,0,112,18956,24,0,25714,38084,0,111,14393,25,0,26695,40315,0,115,16900,25
0.0,8682,1003,1054,10248,51,15385,-11,6787,1003,1054,9705,51,12254,-11,7888,1003,1054,8286,75,14609,-13,5312,1003,1054,6456,51,13772,-14,6403,1003,1054,6456,68,13772,-14,4048,0,0,6830,118,9862,-14
1.0,0,22158,30041,0,48,16389,13,0,22953,32220,0,48,16389,13,0,19027,24959,0,48,14094,12,0,19027,26125,0,48,14094,13,0,14147,20839,0,48,11388,12,0,14147,22023,0,58,12839,11
0.0,13453,4660,3179,17887,165,9654,-9,8204,5561,3179,15414,165,9654,-12,8204,3845,1931,15414,165,9654,-12,2872,3612,4347,10263,170,8708,-7,2872,2570,2197,10263,258,8708,-12,1806,2617,4347,9123,172,8649,-6
0.0,19732,6012,1902,15119,1126,3303,-7,15302,6903,3064,10606,1126,3303,-3,15302,5907,3064,10606,1126,3303,-7,9782,5907,3064,8418,1126,2965,-6,9782,5081,3064,8418,1126,2965,-6,6154,5081,3064,5616,1126,2965,-5
0.0,3514,1571,2917,9849,33,3183,-10,2450,1571,2917,9849,33,3667,-6,3149,1571,2917,7010,61,3838,-12,1938,1571,2807,5089,65,4534,-10,2645,1571,2807,5507,61,3241,-9,1435,1571,1778,5332,65,4259,-8
0.0,8284,1609,6713,13414,147,4004,-4,4346,1609,6713,12513,147,4062,-7,3852,1587,4741,9289,176,4004,-3,2490,1587,4741,9289,176,3074,-6,2490,649,2856,8420,176,3074,-3,1623,1587,4741,7136,176,3074,-6
1.0,4943,13171,12782,5045,508,5652,-1,4091,11295,12782,2269,508,6784,-1,4091,10386,10142,2269,508,6784,-1,4091,10386,10974,1463,508,7697,5,4091,7813,8146,1463,508,6075,2,2592,6800,8146,714,511,6075,3
1.0,0,34824,30000,873,285,14704,11,0,34725,34312,873,285,16250,11,0,30424,29441,873,285,13265,8,0,31127,31327,873,293,13265,8,0,25334,27300,873,293,10632,11,0,29385,28442,873,293,11522,7
0.0,32533,0,3207,29525,430,8295,-15,24256,0,3207,21270,433,7390,-15,23646,0,3207,20457,454,8295,-14,18252,1362,3207,17967,470,5554,-14,17557,0,1983,15896,433,9251,-20,11232,0,2723,12760,433,5076,-25
0.0,6696,791,2968,11803,64,1480,-15,4670,791,2968,11803,66,1480,-15,5517,791,2076,11803,66,1480,-21,3479,791,2076,10341,66,1480,-24,3479,791,1038,11006,66,1480,-24,2624,791,1038,8183,72,1480,-24
0.0,19724,4145,5597,30159,503,4328,-25,14351,4145,5597,23502,507,3331,-25,14291,2185,5597,17338,503,2602,-26,9990,1960,3016,13944,507,3159,-25,10097,919,3016,13944,507,3814,-26,7066,919,4128,14037,507,3257,-22
0.0,42052,1717,3202,47911,55,11118,-28,29863,2673,4261,38297,55,11204,-11,29747,1913,3202,37951,61,11753,-21,20355,3677,2746,30116,61,11001,-6,21162,2673,2746,29310,61,10009,-7,12794,2673,5381,20954,61,7711,-5
1.0,0,21949,18312,1228,262,8039,5,0,24046,21689,1228,379,9600,5,987,14693,16326,1228,379,9600,-5,0,19366,19322,1092,379,7625,0,987,11140,15110,1092,379,7625,-1,987,11140,16060,0,379,8291,5
1.0,1122,39984,24796,656,116,15850,20,1122,40664,31516,656,116,17586,20,1122,32764,22230,656,161,17715,19,1122,32764,25108,656,207,18462,19,1901,29535,19436,656,207,18462,19,1901,29535,20130,0,207,18462,19
0.0,3174,4114,8053,2526,8,10765,-23,3174,4114,8852,1558,8,10765,-23,3174,4114,5700,1558,28,9010,-23,3174,5049,5700,718,28,9560,-18,3174,5049,4265,718,8,13703,-18,3174,5800,4265,0,8,12646,-14
1.0,726,11876,8173,1716,112,4029,-6,726,11876,9192,807,112,4582,-6,726,10143,6532,807,112,4582,-7,726,10889,7638,0,112,4582,-7,726,9828,5562,0,112,4582,-8,726,10889,6668,0,300,3036,-7
1.0,3250,13350,14351,3728,51,3110,0,3250,11165,15807,3728,51,3712,0,3250,7104,12387,3728,51,2786,0,2232,7104,12387,2292,52,2786,1,1234,8691,8550,1020,59,2463,0,1234,8691,9669,1020,59,2463,2
0.0,6280,0,4821,2456,192,7266,-12,4984,0,4821,2456,192,6495,-12,5832,0,1700,3189,210,8029,-21,4580,0,1700,3189,210,6900,-21,4580,0,1700,3189,210,6900,-21,3454,0,1700,2477,58,7671,-21
1.0,5292,21152,25062,2762,174,7053,19,5292,22344,26352,1940,174,7053,19,6550,19335,21705,2906,174,7053,19,5627,20078,22767,2094,203,7053,20,4369,11159,18623,2063,203,7577,19,4369,10346,19416,2063,205,7577,20
1.0,679,28424,30513,2092,188,12294,16,679,29314,31685,1108,188,12294,16,679,26322,25680,1108,188,12965,15,679,26322,26938,1108,215,12965,15,1924,22330,21470,1108,368,9958,6,679,24435,22594,1108,215,14617,5
0.0,31342,1276,928,40511,107,15686,-41,23418,1276,928,31905,110,14600,-41,21465,1276,928,27507,107,14873,-41,14669,1276,928,21017,110,14311,-41,15658,1276,928,22621,110,14493,-42,9594,1276,928,16045,110,12631,-42
1.0,1479,17516,17150,1789,189,9929,4,1479,17516,18799,1789,189,9929,4,2663,16305,14601,1789,189,9929,3,2663,13173,15550,793,189,9929,0,1479,10898,11705,0,189,8215,3,2663,11881,13646,793,308,9929,-3
0.0,50655,729,1145,42883,86,18649,-41,39025,729,1145,28753,91,17517,-41,40879,729,1145,34236,120,16889,-32,29970,729,1145,22205,125,16717,-31,32754,729,1145,22205,125,16717,-32,25944,729,0,21541,125,14719,-32
1.0,2683,8843,5612,4118,202,8911,8,2683,7989,6902,735,202,8911,11,2683,7852,6627,2554,490,9241,11,2683,5943,6717,0,490,5166,14,2683,4952,5748,0,490,5851,11,2683,4952,6896,0,620,5851,11
0.0,14934,6238,5005,16807,544,6208,-17,12285,6238,5005,13449,545,6208,-8,12893,5945,2932,14977,642,5351,-17,11265,6821,5005,14977,642,5461,-17,9360,4073,2932,13419,642,5929,-9,8219,5065,2932,13419,642,5929,-8
1.0,962,35710,35439,0,128,13472,15,962,35710,37564,0,128,14244,15,962,28427,29846,0,128,13318,15,962,30786,31824,0,128,11680,18,962,25258,24956,0,222,9879,15,962,24451,26698,0,229,10663,21
2.0,6154,5989,7582,4482,119,5462,-6,5313,5989,8543,1636,125,6308,-6,4191,4068,6661,2587,125,6308,-7,3261,4068,7463,1636,125,6308,-6,2510,2301,3870,0,449,5373,-8,2510,2301,4953,0,466,5373,-8
0.0,60540,0,0,48434,29,18926,-49,50645,0,0,42051,29,15206,-46,51592,0,0,33897,29,15721,-46,40173,0,0,25252,29,13446,-39,41923,0,0,29489,29,14199,-42,33418,0,0,19045,29,15693,-45
0.0,12730,7063,9402,19951,358,2132,-2,9182,6366,8424,19007,423,2132,-2,11682,7222,7454,12900,358,3361,2,8134,6525,6476,12900,423,3361,2,5126,2205,3632,13196,423,3621,-2,5620,5552,3864,8145,461,5894,6
1.0,4586,751,5375,0,57,9638,-12,3699,751,7262,0,74,9638,-12,3699,751,6220,0,74,10979,-12,2707,751,6220,0,74,9786,-12,2707,751,5254,0,74,9083,-16,889,751,5254,0,139,8245,-16
0.0,15884,6999,2839,18402,200,3376,-15,10727,6999,2839,12402,200,5579,-11,11190,5552,4032,14939,200,3081,-15,7517,5857,4032,13005,252,3197,-15,7095,4173,4032,11311,202,3587,-12,6470,5857,2839,9376,268,3197,-11
